,Date,Product,Sales,Production,Factory_Issue,Delivery,Group,Sub-Group,holiday_type,holiday_name,Station,Rainfall,Sunshine,Humidity,Temperature,category,scope_or_location,typical_rain_mm,BDT_USD
2232,2023-01-23,MAHS025K,80.0,0,0.0,30.0,M,MAHS,,,Dhaka,0.0,3.1,70.0,20.9,no_event,,,104.5274
2233,2023-01-24,MAHS025K,2.0,0,35.0,77.0,M,MAHS,,,Dhaka,0.0,4.5,69.0,21.3,no_event,,,104.9484
2234,2023-01-25,MAHS025K,0.0,59,48.0,10.0,M,MAHS,,,Dhaka,0.0,4.4,73.0,21.7,no_event,,,102.2067
2235,2023-01-26,MAHS025K,0.0,11,10.0,20.0,M,MAHS,,,Dhaka,0.0,0.0,75.0,22.3,no_event,,,104.4405
2236,2023-01-27,MAHS025K,0.0,150,0.0,0.0,M,MAHS,,,Dhaka,0.0,4.6,68.0,23.0,no_event,,,104.3718
2237,2023-01-28,MAHS025K,0.0,0,0.0,50.0,M,MAHS,,,Dhaka,0.0,5.9,72.0,22.4,no_event,,,104.3967
2238,2023-01-29,MAHS025K,31.0,18,0.0,8.0,M,MAHS,,,Dhaka,0.0,4.3,78.0,19.7,no_event,,,
2239,2023-01-30,MAHS025K,10.0,32,50.0,0.0,M,MAHS,,,Dhaka,0.0,5.7,75.0,21.4,no_event,,,104.4221
2240,2023-01-31,MAHS025K,0.0,6,20.0,15.0,M,MAHS,,,Dhaka,0.0,4.4,63.0,24.1,no_event,,,105.084
2241,2023-02-01,MAHS025K,0.0,0,0.0,11.0,M,MAHS,,,Dhaka,0.0,0.3,61.0,22.3,no_event,,,104.4242
2242,2023-02-02,MAHS025K,5.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,7.6,61.0,20.0,no_event,,,105.7029
2243,2023-02-03,MAHS025K,0.0,50,0.0,5.0,M,MAHS,,,Dhaka,0.0,7.4,67.0,20.7,no_event,,,105.7011
2244,2023-02-04,MAHS025K,0.0,0,3.0,0.0,M,MAHS,,,Dhaka,0.0,7.4,66.0,20.6,no_event,,,106.6861
2245,2023-02-05,MAHS025K,25.0,0,5.0,39.0,M,MAHS,,,Dhaka,0.0,8.3,60.0,20.9,no_event,,,
2246,2023-02-06,MAHS025K,20.0,2,0.0,0.0,M,MAHS,,,Dhaka,0.0,7.1,65.0,20.5,no_event,,,105.003
2247,2023-02-07,MAHS025K,75.0,100,44.0,0.0,M,MAHS,,,Dhaka,0.0,6.8,70.0,22.1,no_event,,,105.0066
2248,2023-02-08,MAHS025K,0.0,0,70.0,70.0,M,MAHS,,,Dhaka,0.0,6.0,73.0,22.7,no_event,,,104.7279
2249,2023-02-09,MAHS025K,118.0,0,0.0,25.0,M,MAHS,,,Dhaka,0.0,2.8,73.0,23.3,no_event,,,102.9202
2250,2023-02-10,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,7.3,55.0,22.3,no_event,,,103.0177
2251,2023-02-11,MAHS025K,20.0,120,50.0,69.0,M,MAHS,,,Dhaka,0.0,7.7,59.0,23.9,no_event,,,102.959
2252,2023-02-12,MAHS025K,10.0,0,19.0,8.0,M,MAHS,,,Dhaka,0.0,4.0,63.0,24.2,no_event,,,
2253,2023-02-13,MAHS025K,5.0,0,30.0,0.0,M,MAHS,,,Dhaka,0.0,8.2,32.0,21.9,no_event,,,105.2238
2254,2023-02-14,MAHS025K,0.0,0,6.0,19.0,M,MAHS,,,Dhaka,0.0,8.0,40.0,21.1,cultural_event,Urban centres (esp. Dhaka),28.9,105.4528
2255,2023-02-15,MAHS025K,26.0,0,0.0,5.0,M,MAHS,,,Dhaka,0.0,7.9,52.0,21.3,no_event,,,104.8122
2256,2023-02-16,MAHS025K,10.0,0,0.0,29.0,M,MAHS,,,Dhaka,0.0,7.1,58.0,21.9,no_event,,,104.1147
2257,2023-02-17,MAHS025K,0.0,50,58.0,0.0,M,MAHS,,,Dhaka,0.0,4.9,61.0,22.3,no_event,,,104.1364
2258,2023-02-18,MAHS025K,0.0,0,10.0,1.0,M,MAHS,,,Dhaka,0.0,6.4,68.0,24.0,no_event,,,103.1758
2259,2023-02-19,MAHS025K,87.0,13,0.0,27.0,M,MAHS,,,Dhaka,0.0,3.0,72.0,24.5,no_event,,,103.519
2260,2023-02-20,MAHS025K,105.0,100,90.0,80.0,M,MAHS,,,Dhaka,0.0,3.2,71.0,24.9,no_event,,,104.5368
2261,2023-02-21,MAHS025K,0.0,0,0.0,5.0,M,MAHS,National Holiday,Language Martyrs' Day,Dhaka,0.0,3.5,75.0,25.4,national_holiday,Nationwide,28.9,104.592
2262,2023-02-22,MAHS025K,11.0,50,100.0,120.0,M,MAHS,,,Dhaka,0.0,4.4,74.0,26.2,no_event,,,105.3988
2263,2023-02-23,MAHS025K,15.0,48,25.0,1.0,M,MAHS,,,Dhaka,0.0,6.1,67.0,26.8,no_event,,,105.3522
2264,2023-02-24,MAHS025K,0.0,0,10.0,0.0,M,MAHS,,,Dhaka,0.0,6.6,71.0,26.4,no_event,,,105.4075
2265,2023-02-25,MAHS025K,20.0,0,10.0,25.0,M,MAHS,,,Dhaka,2.0,7.6,55.0,25.3,no_event,,,105.3079
2266,2023-02-26,MAHS025K,10.0,0,0.0,20.0,M,MAHS,,,Dhaka,0.0,8.2,53.0,25.3,no_event,,,
2267,2023-02-27,MAHS025K,5.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,6.7,56.0,26.4,no_event,,,104.9433
2268,2023-02-28,MAHS025K,25.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,7.8,46.0,25.9,no_event,,,102.7854
2269,2023-03-01,MAHS025K,24.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,7.7,50.0,26.0,no_event,,,102.7753
2270,2023-03-02,MAHS025K,20.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,6.3,56.0,26.7,no_event,,,105.3213
2271,2023-03-03,MAHS025K,0.0,50,3.0,3.0,M,MAHS,,,Dhaka,0.0,7.6,53.0,26.8,no_event,,,105.3315
2272,2023-03-04,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,6.8,55.0,27.1,no_event,,,
2273,2023-03-05,MAHS025K,25.0,15,30.0,0.0,M,MAHS,,,Dhaka,0.0,4.8,56.0,27.2,no_event,,,
2274,2023-03-06,MAHS025K,10.0,0,35.0,20.0,M,MAHS,,,Dhaka,0.0,8.2,52.0,27.1,no_event,,,103.2422
2275,2023-03-07,MAHS025K,65.0,0,0.0,5.0,M,MAHS,,,Dhaka,0.0,7.8,46.0,27.3,no_event,,,103.5735
2276,2023-03-08,MAHS025K,0.0,0,0.0,25.0,M,MAHS,National Holiday,Shab e-barat,Dhaka,0.0,10.5,48.0,27.5,religious_holiday,Nationwide,65.8,103.5489
2277,2023-03-09,MAHS025K,65.0,200,109.0,45.0,M,MAHS,,,Dhaka,0.0,7.1,48.0,27.6,no_event,,,103.758
2278,2023-03-10,MAHS025K,0.0,0,41.0,61.0,M,MAHS,,,Dhaka,0.0,0.6,48.0,27.6,no_event,,,103.18
2279,2023-03-11,MAHS025K,0.0,0,20.0,24.0,M,MAHS,,,Dhaka,0.0,4.1,54.0,27.4,no_event,,,103.2091
2280,2023-03-12,MAHS025K,7.0,0,0.0,35.0,M,MAHS,,,Dhaka,0.0,8.3,48.0,28.4,no_event,,,
2281,2023-03-13,MAHS025K,0.0,0,20.0,2.0,M,MAHS,,,Dhaka,0.0,8.7,48.0,28.2,no_event,,,103.8771
2282,2023-03-14,MAHS025K,200.0,0,0.0,20.0,M,MAHS,,,Dhaka,0.0,3.7,51.0,28.6,no_event,,,103.8633
2283,2023-03-15,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,2.3,67.0,27.2,no_event,,,103.8717
2284,2023-03-16,MAHS025K,200.0,500,500.0,0.0,M,MAHS,,,Dhaka,2.0,3.0,68.0,27.7,no_event,,,105.5916
2285,2023-03-17,MAHS025K,0.0,200,0.0,0.0,M,MAHS,National Holiday,Sheikh Mujibur Rahman's birthday,Dhaka,1.0,0.5,68.0,24.9,national_holiday,Nationwide,65.8,105.1719
2286,2023-03-18,MAHS025K,0.0,79,221.0,200.0,M,MAHS,,,Dhaka,0.0,4.3,57.0,27.1,no_event,,,104.0768
2287,2023-03-19,MAHS025K,10.0,127,181.0,246.0,M,MAHS,,,Dhaka,0.0,0.0,87.0,22.8,no_event,,,
2288,2023-03-20,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,18.0,3.3,73.0,24.2,no_event,,,103.6037
2289,2023-03-21,MAHS025K,40.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,5.7,71.0,24.6,no_event,,,105.3344
2290,2023-03-22,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,9.0,67.0,26.0,no_event,,,103.4488
2291,2023-03-23,MAHS025K,15.0,40,50.0,0.0,M,MAHS,,,Dhaka,0.0,7.8,65.0,26.7,religious_period,Nationwide,65.8,103.3273
2292,2023-03-24,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,7.5,74.0,25.3,no_event,,,103.5196
2293,2023-03-25,MAHS025K,0.0,220,0.0,50.0,M,MAHS,,,Dhaka,19.0,5.4,77.0,25.9,no_event,,,
2294,2023-03-26,MAHS025K,0.0,0,200.0,0.0,M,MAHS,National Holiday,Independence Day,Dhaka,2.0,6.8,70.0,27.0,national_holiday,Nationwide,65.8,
2295,2023-03-27,MAHS025K,230.0,0,0.0,200.0,M,MAHS,,,Dhaka,0.0,7.6,62.0,27.4,no_event,,,103.3791
2296,2023-03-28,MAHS025K,0.0,20,15.0,0.0,M,MAHS,,,Dhaka,0.0,7.3,62.0,28.4,no_event,,,105.8794
2297,2023-03-29,MAHS025K,15.0,5,30.0,0.0,M,MAHS,,,Dhaka,0.0,2.6,78.0,25.2,no_event,,,105.174
2298,2023-03-30,MAHS025K,0.0,12,0.0,30.0,M,MAHS,,,Dhaka,4.0,6.1,70.0,26.3,no_event,,,105.6125
2299,2023-03-31,MAHS025K,0.0,0,0.0,15.0,M,MAHS,,,Dhaka,28.0,4.7,71.0,25.8,no_event,,,105.3651
2300,2023-04-01,MAHS025K,0.0,0,15.0,0.0,M,MAHS,,,Dhaka,15.0,2.7,78.0,24.4,no_event,,,
2301,2023-04-02,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,1.0,9.1,68.0,26.8,no_event,,,
2302,2023-04-03,MAHS025K,0.0,0,0.0,10.0,M,MAHS,,,Dhaka,0.0,9.1,54.0,28.2,no_event,,,103.686
2303,2023-04-04,MAHS025K,20.0,0,0.0,5.0,M,MAHS,,,Dhaka,0.0,7.3,65.0,29.9,no_event,,,104.0171
2304,2023-04-05,MAHS025K,195.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,6.4,70.0,29.5,no_event,,,105.8737
2305,2023-04-06,MAHS025K,250.0,150,0.0,0.0,M,MAHS,,,Dhaka,0.0,8.7,54.0,29.3,no_event,,,104.1121
2306,2023-04-07,MAHS025K,0.0,29,180.0,150.0,M,MAHS,,,Dhaka,0.0,9.5,50.0,29.4,no_event,,,104.2264
2307,2023-04-08,MAHS025K,0.0,160,100.0,30.0,M,MAHS,,,Dhaka,0.0,9.1,42.0,30.4,no_event,,,103.4872
2308,2023-04-09,MAHS025K,3.0,0,25.0,100.0,M,MAHS,,,Dhaka,0.0,9.2,38.0,30.8,no_event,,,
2309,2023-04-10,MAHS025K,28.0,0,0.0,25.0,M,MAHS,,,Dhaka,0.0,8.6,41.0,30.5,no_event,,,104.3286
2310,2023-04-11,MAHS025K,0.0,0,15.0,2.0,M,MAHS,,,Dhaka,0.0,8.7,41.0,31.3,no_event,,,104.7271
2311,2023-04-12,MAHS025K,0.0,0,18.0,0.0,M,MAHS,,,Dhaka,0.0,9.2,39.0,31.8,no_event,,,104.7433
2312,2023-04-13,MAHS025K,0.0,0,0.0,21.0,M,MAHS,,,Dhaka,0.0,9.1,37.0,32.7,no_event,,,104.7682
2313,2023-04-14,MAHS025K,0.0,0,0.0,0.0,M,MAHS,National Holiday,Bengali New Year,Dhaka,0.0,9.2,43.0,33.1,cultural_holiday,Nationwide (strongest in cities),156.0,104.8697
2314,2023-04-15,MAHS025K,0.0,10,0.0,10.0,M,MAHS,,,Dhaka,0.0,6.5,50.0,34.0,no_event,,,104.3541
2315,2023-04-16,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,8.1,47.0,34.0,no_event,,,
2316,2023-04-17,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,6.0,67.0,32.4,no_event,,,104.7094
2317,2023-04-18,MAHS025K,10.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,7.4,66.0,32.4,no_event,,,104.5869
2318,2023-04-19,MAHS025K,0.0,0,0.0,0.0,M,MAHS,National Holiday,Shab-e-Qadr,Dhaka,0.0,8.1,68.0,32.2,religious_holiday,Nationwide,156.0,104.5578
2319,2023-04-20,MAHS025K,0.0,0,0.0,0.0,M,MAHS,National Holiday,Eid al-Fitr,Dhaka,0.0,7.9,68.0,32.1,no_event,,,104.5134
2320,2023-04-21,MAHS025K,0.0,0,0.0,0.0,M,MAHS,National Holiday,Jumatul Bidah,Dhaka,0.0,8.9,64.0,29.8,religious_holiday,Nationwide,156.0,104.461
2321,2023-04-22,MAHS025K,0.0,0,0.0,0.0,M,MAHS,National Holiday,Eid al-Fitr,Dhaka,0.0,5.6,60.0,29.5,religious_holiday,Nationwide,156.0,
2322,2023-04-23,MAHS025K,0.0,0,0.0,0.0,M,MAHS,National Holiday,Eid al-Fitr,Dhaka,1.0,0.0,62.0,26.3,religious_holiday,Nationwide,156.0,
2323,2023-04-24,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,8.5,56.0,28.1,no_event,,,104.1944
2324,2023-04-25,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,9.5,49.0,30.2,no_event,,,105.9155
2325,2023-04-26,MAHS025K,200.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,9.4,43.0,31.4,no_event,,,104.5985
2326,2023-04-27,MAHS025K,5.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,8.5,59.0,28.7,no_event,,,104.516
2327,2023-04-28,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,3.0,10.5,59.0,29.5,no_event,,,104.509
2328,2023-04-29,MAHS025K,0.0,200,0.0,0.0,M,MAHS,,,Dhaka,0.0,8.4,68.0,27.9,no_event,,,103.14
2329,2023-04-30,MAHS025K,10.0,0,200.0,200.0,M,MAHS,,,Dhaka,10.0,7.7,59.0,29.2,no_event,,,
2330,2023-05-01,MAHS025K,0.0,0,5.0,5.0,M,MAHS,National Holiday,Labour Day,Dhaka,2.0,4.6,61.0,28.3,national_holiday,Nationwide,339.0,104.3063
2331,2023-05-02,MAHS025K,22.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,9.0,52.0,30.1,no_event,,,104.323
2332,2023-05-03,MAHS025K,0.0,50,0.0,0.0,M,MAHS,,,Dhaka,0.0,3.8,72.0,28.1,no_event,,,104.8525
2333,2023-05-04,MAHS025K,0.0,0,2.0,0.0,M,MAHS,National Holiday,Buddha Purnima,Dhaka,7.0,2.0,73.0,28.4,religious_holiday,Nationwide (strongest in Buddhist communities),339.0,104.8293
2334,2023-05-05,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,1.0,8.9,67.0,29.9,no_event,,,104.8531
2335,2023-05-06,MAHS025K,0.0,0,15.0,0.0,M,MAHS,,,Dhaka,0.0,7.3,64.0,30.4,no_event,,,
2336,2023-05-07,MAHS025K,150.0,0,0.0,2.0,M,MAHS,,,Dhaka,12.0,9.6,59.0,32.5,no_event,,,
2337,2023-05-08,MAHS025K,5.0,0,0.0,10.0,M,MAHS,,,Dhaka,0.0,9.8,57.0,33.1,no_event,,,105.3513
2338,2023-05-09,MAHS025K,30.0,65,105.0,100.0,M,MAHS,,,Dhaka,0.0,7.1,46.0,33.5,no_event,,,106.6515
2339,2023-05-10,MAHS025K,0.0,85,0.0,0.0,M,MAHS,,,Dhaka,0.0,8.9,57.0,32.0,no_event,,,105.8035
2340,2023-05-11,MAHS025K,100.0,0,80.0,80.0,M,MAHS,,,Dhaka,0.0,9.4,57.0,32.0,no_event,,,105.7034
2341,2023-05-12,MAHS025K,0.0,0,0.0,5.0,M,MAHS,,,Dhaka,0.0,0.8,59.0,31.3,no_event,,,105.8205
2342,2023-05-13,MAHS025K,0.0,100,0.0,5.0,M,MAHS,,,Dhaka,0.0,0.0,60.0,31.2,no_event,,,105.407
2343,2023-05-14,MAHS025K,32.0,0,100.0,100.0,M,MAHS,,,Dhaka,0.0,0.0,53.0,28.3,no_event,,,
2344,2023-05-15,MAHS025K,3.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,8.8,56.0,29.6,no_event,,,106.2693
2345,2023-05-16,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,6.4,65.0,28.8,no_event,,,105.7544
2346,2023-05-17,MAHS025K,0.0,0,2.0,0.0,M,MAHS,,,Dhaka,3.0,4.3,71.0,26.4,no_event,,,105.7121
2347,2023-05-18,MAHS025K,0.0,17,0.0,0.0,M,MAHS,,,Dhaka,50.0,4.8,75.0,26.5,no_event,,,105.6764
2348,2023-05-19,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,4.0,3.1,76.0,29.6,no_event,,,105.6562
2349,2023-05-20,MAHS025K,0.0,0,20.0,2.0,M,MAHS,,,Dhaka,0.0,9.6,65.0,30.5,no_event,,,105.3633
2350,2023-05-21,MAHS025K,0.0,0,0.0,20.0,M,MAHS,,,Dhaka,0.0,5.6,74.0,29.1,no_event,,,
2351,2023-05-22,MAHS025K,120.0,0,0.0,0.0,M,MAHS,,,Dhaka,27.0,9.3,71.0,30.7,no_event,,,105.6305
2352,2023-05-23,MAHS025K,5.0,614,610.0,100.0,M,MAHS,,,Dhaka,0.0,2.7,82.0,26.7,no_event,,,106.5807
2353,2023-05-24,MAHS025K,5.0,0,15.0,0.0,M,MAHS,,,Dhaka,29.0,4.0,75.0,27.0,no_event,,,105.4201
2354,2023-05-25,MAHS025K,0.0,0,33.0,0.0,M,MAHS,,,Dhaka,0.0,4.1,72.0,29.0,no_event,,,105.5002
2355,2023-05-26,MAHS025K,0.0,0,0.0,10.0,M,MAHS,,,Dhaka,0.0,8.6,65.0,29.5,no_event,,,105.5296
2356,2023-05-27,MAHS025K,0.0,0,5.0,40.0,M,MAHS,,,Dhaka,1.0,3.5,79.0,26.6,no_event,,,
2357,2023-05-28,MAHS025K,0.0,0,0.0,10.0,M,MAHS,,,Dhaka,9.0,8.0,66.0,29.8,no_event,,,105.7382
2358,2023-05-29,MAHS025K,160.0,0,0.0,3.0,M,MAHS,,,Dhaka,0.0,8.5,59.0,31.6,no_event,,,105.5303
2359,2023-05-30,MAHS025K,10.0,160,150.0,0.0,M,MAHS,,,Dhaka,0.0,8.7,57.0,32.2,no_event,,,105.5882
2360,2023-05-31,MAHS025K,6.0,0,10.0,150.0,M,MAHS,,,Dhaka,0.0,9.1,55.0,33.7,no_event,,,105.5174
2361,2023-06-01,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,6.8,67.0,33.1,no_event,,,105.5535
2362,2023-06-02,MAHS025K,0.0,0,0.0,10.0,M,MAHS,,,Dhaka,0.0,8.3,65.0,32.9,no_event,,,105.623
2363,2023-06-03,MAHS025K,0.0,1,2.0,0.0,M,MAHS,,,Dhaka,0.0,8.5,65.0,32.9,no_event,,,106.0085
2364,2023-06-04,MAHS025K,25.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,7.3,65.0,33.1,no_event,,,
2365,2023-06-05,MAHS025K,12.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,9.1,59.0,33.7,no_event,,,105.8621
2366,2023-06-06,MAHS025K,0.0,25,25.0,2.0,M,MAHS,,,Dhaka,0.0,6.8,63.0,33.7,no_event,,,106.3148
2367,2023-06-07,MAHS025K,70.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,0.8,65.0,33.5,no_event,,,106.2481
2368,2023-06-08,MAHS025K,15.0,85,0.0,70.0,M,MAHS,,,Dhaka,0.0,0.0,78.0,30.0,no_event,,,106.5712
2369,2023-06-09,MAHS025K,0.0,0,0.0,0.0,M,MAHS,,,Dhaka,2.0,0.0,90.0,27.0,no_event,,,106.5218
2370,2023-06-10,MAHS025K,0.0,0,6.0,5.0,M,MAHS,,,Dhaka,47.0,0.1,84.0,28.2,no_event,,,106.5441
2371,2023-06-11,MAHS025K,2.0,0,10.0,0.0,M,MAHS,,,Dhaka,1.0,0.0,79.0,28.9,no_event,,,106.5441
2372,2023-06-12,MAHS025K,0.0,500,9.0,0.0,M,MAHS,,,Dhaka,0.0,0.0,87.0,27.0,no_event,,,106.6901
2373,2023-06-13,MAHS025K,20.0,10,10.0,0.0,M,MAHS,,,Dhaka,39.0,9.5,75.0,30.6,no_event,,,106.7324
2374,2023-06-14,MAHS025K,45.0,0,500.0,10.0,M,MAHS,,,Dhaka,0.0,5.0,73.0,32.3,no_event,,,107.6494
2375,2023-06-15,MAHS025K,45.0,38,0.0,10.0,M,MAHS,,,Dhaka,0.0,2.0,77.0,31.1,no_event,,,106.6621
2376,2023-06-16,MAHS025K,0.0,100,0.0,2.0,M,MAHS,,,Dhaka,0.0,4.4,80.0,31.0,no_event,,,106.5133
2377,2023-06-17,MAHS025K,0.0,0,30.0,0.0,M,MAHS,,,Dhaka,36.0,5.8,76.0,30.3,no_event,,,
2378,2023-06-18,MAHS025K,179.0,0,68.0,17.0,M,MAHS,,,Dhaka,42.0,0.7,86.0,28.9,no_event,,,106.4065
2379,2023-06-19,MAHS025K,16.0,200,20.0,59.0,M,MAHS,,,Dhaka,3.0,2.2,82.0,29.3,no_event,,,106.5827
2380,2023-06-20,MAHS025K,70.0,0,179.0,151.0,M,MAHS,,,Dhaka,3.0,2.0,84.0,28.6,no_event,,,106.5557
2381,2023-06-21,MAHS025K,0.0,0,10.0,20.0,M,MAHS,,,Dhaka,5.0,3.4,77.0,30.7,no_event,,,106.5342
2382,2023-06-22,MAHS025K,61.0,50,20.0,59.0,M,MAHS,,,Dhaka,0.0,0.0,77.0,29.9,no_event,,,106.5483
2383,2023-06-23,MAHS025K,0.0,60,0.0,10.0,M,MAHS,,,Dhaka,0.0,5.7,76.0,30.3,no_event,,,106.5277
2384,2023-06-24,MAHS025K,0.0,20,60.0,0.0,M,MAHS,,,Dhaka,14.0,5.4,74.0,30.2,no_event,,,105.8662
2385,2023-06-25,MAHS025K,10.0,0,1.0,20.0,M,MAHS,,,Dhaka,0.0,5.8,71.0,30.3,no_event,,,
2386,2023-06-26,MAHS025K,20.0,500,500.0,84.0,M,MAHS,,,Dhaka,1.0,1.3,79.0,28.7,no_event,,,106.5327
2387,2023-06-27,MAHS025K,0.0,55,0.0,1.0,M,MAHS,National Holiday,Eid-ul-Azha,Dhaka,4.0,0.0,88.0,27.4,religious_holiday,Nationwide,340.0,106.5997
2388,2023-06-28,MAHS025K,0.0,0,0.0,0.0,M,MAHS,National Holiday,Eid-ul-Azha,Dhaka,15.0,0.0,95.0,26.1,religious_holiday,Nationwide,340.0,106.6024
2389,2023-06-29,MAHS025K,0.0,0,0.0,0.0,M,MAHS,National Holiday,Eid-ul-Azha,Dhaka,115.0,0.0,94.0,26.5,religious_holiday,Nationwide,340.0,106.5186
2390,2023-06-30,MAHS025K,0.0,0,0.0,0.0,M,MAHS,National Holiday,Eid-ul-Azha,Dhaka,36.0,2.8,91.0,27.3,no_event,,,106.5275
2391,2023-07-01,MAHS025K,0.0,0,0.0,0.0,M,MAHS,Not a National Holiday,Bank Holiday,Dhaka,91.0,9.6,93.0,26.9,bank_holiday,Nationwide,373.0,
2392,2023-07-02,MAHS025K,0.0,0,0.0,50.0,M,MAHS,,,Dhaka,80.0,6.9,89.0,29.2,no_event,,,105.836
2393,2023-07-03,MAHS025K,0.0,0,16.0,0.0,M,MAHS,,,Dhaka,10.0,6.7,83.0,30.1,no_event,,,106.4642
2394,2023-07-04,MAHS025K,5.0,0,0.0,16.0,M,MAHS,,,Dhaka,2.0,3.3,71.0,31.6,no_event,,,106.7448
2395,2023-07-05,MAHS025K,65.0,0,5.0,0.0,M,MAHS,,,Dhaka,1.0,0.9,75.0,30.6,no_event,,,106.7586
2396,2023-07-06,MAHS025K,222.0,0,0.0,0.0,M,MAHS,,,Dhaka,3.0,5.0,81.0,29.2,no_event,,,106.9975
2397,2023-07-07,MAHS025K,0.0,0,30.0,0.0,M,MAHS,,,Dhaka,11.0,5.2,81.0,29.5,no_event,,,106.9941
2398,2023-07-08,MAHS025K,0.0,240,34.0,25.0,M,MAHS,,,Dhaka,11.0,9.0,74.0,30.6,no_event,,,106.1535
2399,2023-07-09,MAHS025K,0.0,0,220.0,200.0,M,MAHS,,,Dhaka,0.0,1.7,80.0,30.2,no_event,,,106.1535
2400,2023-07-10,MAHS025K,5.0,0,2.0,32.0,M,MAHS,,,Dhaka,1.0,2.5,78.0,30.3,no_event,,,106.9654
2401,2023-07-11,MAHS025K,55.0,0,5.0,24.0,M,MAHS,,,Dhaka,3.0,0.0,76.0,30.3,no_event,,,107.3286
2402,2023-07-12,MAHS025K,5.0,0,0.0,0.0,M,MAHS,,,Dhaka,0.0,0.1,76.0,30.1,no_event,,,106.1283
2403,2023-07-13,MAHS025K,42.0,60,5.0,5.0,M,MAHS,,,Dhaka,1.0,3.9,77.0,30.2,no_event,,,107.1345
2404,2023-07-14,MAHS025K,0.0,0,55.0,0.0,M,MAHS,,,Dhaka,1.0,0.4,80.0,29.9,no_event,,,107.1103
2405,2023-07-15,MAHS025K,0.0,47,42.0,10.0,M,MAHS,,,Dhaka,6.0,6.3,75.0,29.6,no_event,,,106.9031
2406,2023-07-16,MAHS025K,35.0,2,0.0,57.0,M,MAHS,,,Dhaka,1.0,8.7,84.0,28.4,no_event,,,
2407,2023-07-17,MAHS025K,120.0,0,10.0,45.0,M,MAHS,,,Dhaka,0.0,4.5,74.0,30.4,no_event,,,107.1514
2408,2023-07-18,MAHS025K,105.0,60,0.0,0.0,M,MAHS,,,Dhaka,0.0,8.5,68.0,31.7,no_event,,,106.9674
2409,2023-07-19,MAHS025K,23.0,200,40.0,5.0,M,MAHS,,,Dhaka,0.0,5.5,69.0,31.6,no_event,,,106.9707
2410,2023-07-20,MAHS025K,38.0,0,5.0,8.0,M,MAHS,,,Dhaka,0.0,0.0,68.0,31.6,no_event,,,106.947
2411,2023-07-21,MAHS025K,0.0,100,93.0,0.0,M,MAHS,,,Dhaka,0.0,0.0,67.0,31.8,no_event,,,106.9544
2412,2023-07-22,MAHS025K,0.0,0,10.0,107.0,M,MAHS,,,Dhaka,0.0,0.6,65.0,31.8,no_event,,,106.8583
2413,2023-07-23,MAHS025K,40.0,513,518.0,20.0,M,MAHS,,,Dhaka,0.0,4.6,70.0,31.5,no_event,,,106.8583
2414,2023-07-24,MAHS025K,135.0,0,155.0,123.0,M,MAHS,,,Dhaka,0.0,3.9,65.0,32.1,no_event,,,106.8618
2415,2023-07-25,MAHS025K,0.0,120,25.0,20.0,M,MAHS,,,Dhaka,0.0,9.1,67.0,32.1,no_event,,,106.9184
2416,2023-07-26,MAHS025K,200.0,0,125.0,68.0,M,MAHS,,,Dhaka,0.0,6.9,70.0,31.2,no_event,,,106.9589
