Source,Target,Weight,abs_weight,Lag,relationship_type,source_index,target_index,influences_target,influenced_by_target,strength_category
month_cos,Factory_Issue_to_Production_ratio_causal,-1.228422616433818,1.228422616433818,1,lagged_1,47,22,False,False,very_strong
Temperature_x_Sunshine_causal,Sunshine,-1.2181077247116205,1.2181077247116205,1,lagged_1,11,5,False,False,very_strong
Rainfall,dow_sin,-1.1776148677732272,1.1776148677732272,0,contemporaneous,4,44,False,False,very_strong
Factory_Issue_x_Delivery_causal,Factory_Issue,1.1695530574679542,1.1695530574679542,0,contemporaneous,12,2,False,False,very_strong
Temperature_to_Sunshine_ratio_causal,Sales_causal_weighted_sum,-1.1427524382924197,1.1427524382924197,1,lagged_1,20,17,False,False,very_strong
Factory_Issue_x_Production_causal,Factory_Issue,1.1423143278545265,1.1423143278545265,0,contemporaneous,13,2,False,False,very_strong
Rainfall_lag1_x_Sunshine_causal,Rainfall_x_Sunshine_causal,1.1411394080308352,1.1411394080308352,0,contemporaneous,35,15,False,False,very_strong
BDT_USD,Delivery_x_Production_causal,1.1221224618766108,1.1221224618766108,1,lagged_1,8,14,False,False,very_strong
dow_cos,Production_lag1_x_Sales_causal,1.1207755333706053,1.1207755333706053,1,lagged_1,45,32,False,False,very_strong
Humidity_to_Sunshine_ratio_causal,Sales_causal_weighted_sum,-1.116459939068748,1.116459939068748,0,contemporaneous,19,17,False,False,very_strong
BDT_USD,Temperature,1.114726750827848,1.114726750827848,0,contemporaneous,8,7,False,False,very_strong
Humidity_lag1_x_Sunshine_causal,Humidity,-1.1130767012431313,1.1130767012431313,0,contemporaneous,34,6,False,False,very_strong
iso_week,Delivery_lag1_x_Sales_causal,-1.0908961155984895,1.0908961155984895,1,lagged_1,43,26,False,False,very_strong
is_weekend,Delivery_to_Production_ratio_causal,1.0872041449831673,1.0872041449831673,1,lagged_1,38,23,False,False,very_strong
Temperature_to_Sunshine_ratio_causal,Rainfall_lag1_x_Sales_causal,-1.0859531830338671,1.0859531830338671,1,lagged_1,20,27,False,False,very_strong
Rainfall_lag1_x_Sunshine_causal,Temperature_to_Humidity_ratio_causal,-1.0799498127897493,1.0799498127897493,0,contemporaneous,35,18,False,False,very_strong
Sales_causal_weighted_sum,doy,-1.0750352728568005,1.0750352728568005,1,lagged_1,17,42,False,False,very_strong
month_sin,Rainfall_lag1_x_Sales_causal,-1.0714238004293293,1.0714238004293293,1,lagged_1,46,27,False,False,very_strong
Temperature_x_Sunshine_causal,Temperature_to_Humidity_ratio_causal,1.0707344703502697,1.0707344703502697,0,contemporaneous,11,18,False,False,very_strong
Temperature_x_Sunshine_causal,Temperature_to_Humidity_ratio_causal,-1.0538231446553854,1.0538231446553854,1,lagged_1,11,18,False,False,very_strong
Production,Rainfall,1.0464418724994335,1.0464418724994335,1,lagged_1,1,4,False,False,very_strong
Delivery_to_Production_ratio_causal,Sunshine_lag1_x_Sales_causal,-1.035553328712966,1.035553328712966,1,lagged_1,23,29,False,False,very_strong
Rainfall_lag1_x_BDT_USD_causal,Factory_Issue_lag1_x_Sales_causal,-1.0313000158697143,1.0313000158697143,1,lagged_1,36,33,False,False,very_strong
Delivery,quarter,1.015606166902665,1.015606166902665,1,lagged_1,3,41,False,False,very_strong
Humidity,Temperature_x_Humidity_causal,-1.012394569293845,1.012394569293845,0,contemporaneous,6,9,False,False,very_strong
Factory_Issue_to_Delivery_ratio_causal,Temperature_lag1_x_Sales_causal,-1.0121423585507288,1.0121423585507288,1,lagged_1,21,31,False,False,very_strong
Temperature_to_Sunshine_ratio_causal,Temperature_to_Sunshine_ratio_causal,1.0114016324048898,1.0114016324048898,1,lagged_1,20,20,False,False,very_strong
Humidity_to_Sunshine_ratio_causal,Sales_causal_weighted_sum,1.0107316180718326,1.0107316180718326,1,lagged_1,19,17,False,False,very_strong
Temperature,Delivery_x_Production_causal,-1.0043885961586578,1.0043885961586578,1,lagged_1,7,14,False,False,very_strong
Production,Rainfall_x_Sunshine_causal,-1.0027851199172149,1.0027851199172149,1,lagged_1,1,15,False,False,very_strong
dom,dom,0.9997013823156014,0.9997013823156014,1,lagged_1,39,39,False,False,very_strong
month_cos,month_cos,0.9994200413105868,0.9994200413105868,1,lagged_1,47,47,False,False,very_strong
Rainfall_lag1_x_Sunshine_causal,is_weekend,0.9993091958059384,0.9993091958059384,0,contemporaneous,35,38,False,False,very_strong
doy,dom,0.9992513555058302,0.9992513555058302,0,contemporaneous,42,39,False,False,very_strong
month_sin,month_sin,0.9992176368595368,0.9992176368595368,1,lagged_1,46,46,False,False,very_strong
doy,doy,0.9991884403374316,0.9991884403374316,1,lagged_1,42,42,False,False,very_strong
doy,dom,-0.9989402377376422,0.9989402377376422,1,lagged_1,42,39,False,False,very_strong
quarter,quarter,0.9989005316551257,0.9989005316551257,1,lagged_1,41,41,False,False,very_strong
quarter,month,0.997624753549114,0.997624753549114,0,contemporaneous,41,40,False,False,very_strong
quarter,month,-0.9972723429761552,0.9972723429761552,1,lagged_1,41,40,False,False,very_strong
month,month,0.9968656679466554,0.9968656679466554,1,lagged_1,40,40,False,False,very_strong
Rainfall_to_Sunshine_ratio_causal,Rainfall_to_Sunshine_ratio_causal,0.996591314747113,0.996591314747113,1,lagged_1,24,24,False,False,very_strong
Rainfall_x_Sunshine_causal,Rainfall_lag1_x_Sunshine_causal,0.991389201437574,0.991389201437574,1,lagged_1,15,35,False,False,very_strong
Temperature_x_Sunshine_causal,Temperature_x_Sunshine_causal,0.991085049285979,0.991085049285979,1,lagged_1,11,11,False,False,very_strong
Temperature_x_Humidity_causal,Temperature_x_Humidity_causal,0.9909983054917562,0.9909983054917562,1,lagged_1,9,9,False,False,very_strong
Temperature_to_Humidity_ratio_causal,Temperature_to_Humidity_ratio_causal,0.9907451532713226,0.9907451532713226,1,lagged_1,18,18,False,False,very_strong
Rainfall_x_BDT_USD_causal,Rainfall_lag1_x_BDT_USD_causal,0.988248912838987,0.988248912838987,1,lagged_1,16,36,False,False,very_strong
Humidity_x_Sunshine_causal,Humidity_lag1_x_Sunshine_causal,0.9869592763043313,0.9869592763043313,1,lagged_1,10,34,False,False,very_strong
dow_sin,dow_sin,0.9841306721591347,0.9841306721591347,1,lagged_1,44,44,False,False,very_strong
Factory_Issue_x_Production_causal,Temperature_to_Sunshine_ratio_causal,-0.9828710657636681,0.9828710657636681,1,lagged_1,13,20,False,False,very_strong
Rainfall_to_BDT_USD_ratio_causal,Rainfall_to_BDT_USD_ratio_causal,0.9817021756668193,0.9817021756668193,1,lagged_1,25,25,False,False,very_strong
Humidity_to_Sunshine_ratio_causal,Humidity_to_Sunshine_ratio_causal,0.9804918011194393,0.9804918011194393,1,lagged_1,19,19,False,False,very_strong
dow_cos,dow_cos,0.980286839641411,0.980286839641411,1,lagged_1,45,45,False,False,very_strong
iso_week,iso_week,0.9754094954560628,0.9754094954560628,1,lagged_1,43,43,False,False,very_strong
month,doy,0.9750515236189257,0.9750515236189257,0,contemporaneous,40,42,False,False,very_strong
Production,dom,0.9732291949703618,0.9732291949703618,1,lagged_1,1,39,False,False,very_strong
is_weekend,is_weekend,0.9647435697499676,0.9647435697499676,1,lagged_1,38,38,False,False,very_strong
Rainfall_lag1_x_BDT_USD_causal,Factory_Issue_to_Delivery_ratio_causal,-0.95125420975819,0.95125420975819,1,lagged_1,36,21,False,False,very_strong
month,doy,-0.9507537423129557,0.9507537423129557,1,lagged_1,40,42,False,False,very_strong
Rainfall_to_BDT_USD_ratio_causal,doy,-0.9448601883262316,0.9448601883262316,0,contemporaneous,25,42,False,False,very_strong
dow,dow,0.9446358656582614,0.9446358656582614,1,lagged_1,37,37,False,False,very_strong
Factory_Issue_lag1_x_Sales_causal,Delivery_lag1_x_Sales_causal,0.9358579929460983,0.9358579929460983,0,contemporaneous,33,26,False,False,very_strong
Delivery_lag1_x_Sales_causal,BDT_USD_lag1_x_Sales_causal,0.935554926975073,0.935554926975073,0,contemporaneous,26,30,False,False,very_strong
Rainfall_to_BDT_USD_ratio_causal,doy,0.9325644570204595,0.9325644570204595,1,lagged_1,25,42,False,False,very_strong
Humidity_to_Sunshine_ratio_causal,Factory_Issue_to_Production_ratio_causal,0.91627590476199,0.91627590476199,1,lagged_1,19,22,False,False,very_strong
Factory_Issue_to_Delivery_ratio_causal,Sunshine_lag1_x_Sales_causal,-0.9120274791619265,0.9120274791619265,1,lagged_1,21,29,False,False,very_strong
Temperature_x_Humidity_causal,Sales_causal_weighted_sum,-0.9045992413979256,0.9045992413979256,1,lagged_1,9,17,False,False,very_strong
Humidity_lag1_x_Sales_causal,Sales,0.9020020919125873,0.9020020919125873,0,contemporaneous,28,0,True,False,very_strong
Factory_Issue_x_Delivery_causal,Delivery_x_Production_causal,0.8970986181771845,0.8970986181771845,0,contemporaneous,12,14,False,False,very_strong
Delivery_x_Production_causal,Factory_Issue,-0.8967663120834896,0.8967663120834896,0,contemporaneous,14,2,False,False,very_strong
Temperature_to_Sunshine_ratio_causal,Humidity_to_Sunshine_ratio_causal,0.8967333994090539,0.8967333994090539,0,contemporaneous,20,19,False,False,very_strong
Factory_Issue_x_Delivery_causal,Sales_causal_weighted_sum,-0.8895323113834924,0.8895323113834924,1,lagged_1,12,17,False,False,very_strong
quarter,Delivery_to_Production_ratio_causal,0.888734130080671,0.888734130080671,1,lagged_1,41,23,False,False,very_strong
Sunshine_lag1_x_Sales_causal,Temperature_lag1_x_Sales_causal,0.8856529271510719,0.8856529271510719,0,contemporaneous,29,31,False,False,very_strong
Temperature_x_Sunshine_causal,Factory_Issue_to_Production_ratio_causal,0.8810221578681899,0.8810221578681899,1,lagged_1,11,22,False,False,very_strong
quarter,Sales,0.8806861459019814,0.8806861459019814,1,lagged_1,41,0,True,False,very_strong
Temperature_to_Sunshine_ratio_causal,Humidity_to_Sunshine_ratio_causal,-0.8798098396817525,0.8798098396817525,1,lagged_1,20,19,False,False,very_strong
Rainfall,dom,0.8748688488111908,0.8748688488111908,0,contemporaneous,4,39,False,False,very_strong
doy,Delivery_lag1_x_Sales_causal,0.8728305989009244,0.8728305989009244,1,lagged_1,42,26,False,False,very_strong
Factory_Issue_x_Production_causal,Rainfall_to_Sunshine_ratio_causal,0.8632241183031979,0.8632241183031979,1,lagged_1,13,24,False,False,very_strong
Sunshine,Temperature_x_Humidity_causal,-0.8543008162912292,0.8543008162912292,0,contemporaneous,5,9,False,False,very_strong
Rainfall_x_BDT_USD_causal,Temperature_x_Sunshine_causal,-0.8515566515029015,0.8515566515029015,1,lagged_1,16,11,False,False,very_strong
Factory_Issue,dow_sin,-0.851234857816958,0.851234857816958,1,lagged_1,2,44,False,False,very_strong
Factory_Issue_lag1_x_Sales_causal,BDT_USD_lag1_x_Sales_causal,-0.8511576321501851,0.8511576321501851,0,contemporaneous,33,30,False,False,very_strong
Rainfall_x_Sunshine_causal,dow_sin,0.8428799365945945,0.8428799365945945,0,contemporaneous,15,44,False,False,very_strong
dom,Delivery_lag1_x_Sales_causal,-0.8404402898367807,0.8404402898367807,1,lagged_1,39,26,False,False,very_strong
is_weekend,dow_cos,0.8345873888603904,0.8345873888603904,0,contemporaneous,38,45,False,False,very_strong
Humidity_x_Sunshine_causal,dow_cos,-0.83100592170341,0.83100592170341,0,contemporaneous,10,45,False,False,very_strong
Temperature_to_Sunshine_ratio_causal,Factory_Issue_to_Production_ratio_causal,-0.8273997611679373,0.8273997611679373,1,lagged_1,20,22,False,False,very_strong
Humidity_to_Sunshine_ratio_causal,Delivery_lag1_x_Sales_causal,0.8201001092651846,0.8201001092651846,1,lagged_1,19,26,False,False,very_strong
dow_sin,Factory_Issue_to_Production_ratio_causal,-0.8168014002876589,0.8168014002876589,1,lagged_1,44,22,False,False,very_strong
Factory_Issue,dow_cos,-0.8024866982878212,0.8024866982878212,1,lagged_1,2,45,False,False,very_strong
Rainfall_lag1_x_Sunshine_causal,dow_cos,-0.8023782133750659,0.8023782133750659,0,contemporaneous,35,45,False,False,very_strong
is_weekend,dow_cos,-0.7982278880046363,0.7982278880046363,1,lagged_1,38,45,False,False,very_strong
Rainfall_to_Sunshine_ratio_causal,Rainfall_lag1_x_Sales_causal,-0.7877755370738768,0.7877755370738768,1,lagged_1,24,27,False,False,very_strong
Factory_Issue,Production,0.7835778842108622,0.7835778842108622,0,contemporaneous,2,1,False,False,very_strong
month,Humidity_to_Sunshine_ratio_causal,0.7825651940757717,0.7825651940757717,0,contemporaneous,40,19,False,False,very_strong
Rainfall_lag1_x_Sales_causal,Sales,-0.77786439372387,0.77786439372387,0,contemporaneous,27,0,True,False,very_strong
Rainfall_x_Sunshine_causal,dom,-0.777262301839959,0.777262301839959,1,lagged_1,15,39,False,False,very_strong
iso_week,Sales,0.7769541276710529,0.7769541276710529,1,lagged_1,43,0,True,False,very_strong
Rainfall,Temperature_to_Humidity_ratio_causal,0.7768636834688538,0.7768636834688538,0,contemporaneous,4,18,False,False,very_strong
Delivery_x_Production_causal,Rainfall_to_Sunshine_ratio_causal,-0.7701098791336524,0.7701098791336524,1,lagged_1,14,24,False,False,very_strong
Delivery_to_Production_ratio_causal,Humidity_lag1_x_Sales_causal,0.7666142044672432,0.7666142044672432,1,lagged_1,23,28,False,False,very_strong
Humidity_lag1_x_Sunshine_causal,Humidity_x_Sunshine_causal,0.7631506255850424,0.7631506255850424,0,contemporaneous,34,10,False,False,very_strong
month,Humidity_to_Sunshine_ratio_causal,-0.758100852168008,0.758100852168008,1,lagged_1,40,19,False,False,very_strong
BDT_USD,Temperature_x_Humidity_causal,0.7486387728989139,0.7486387728989139,0,contemporaneous,8,9,False,False,very_strong
quarter,dow_cos,-0.7411426745595063,0.7411426745595063,1,lagged_1,41,45,False,False,very_strong
quarter,dow_cos,0.7386860787257661,0.7386860787257661,0,contemporaneous,41,45,False,False,very_strong
month_sin,dow_sin,0.7283564693059932,0.7283564693059932,0,contemporaneous,46,44,False,False,very_strong
month_sin,dow_sin,-0.7271625816533178,0.7271625816533178,1,lagged_1,46,44,False,False,very_strong
Sunshine,dow_sin,-0.7210177097701792,0.7210177097701792,0,contemporaneous,5,44,False,False,very_strong
Rainfall_lag1_x_BDT_USD_causal,Rainfall_x_BDT_USD_causal,0.7146187396131297,0.7146187396131297,0,contemporaneous,36,16,False,False,very_strong
Temperature_to_Sunshine_ratio_causal,Delivery_lag1_x_Sales_causal,-0.7106769117938463,0.7106769117938463,1,lagged_1,20,26,False,False,very_strong
Production,Factory_Issue,-0.7102296958358305,0.7102296958358305,1,lagged_1,1,2,False,False,very_strong
Rainfall_x_BDT_USD_causal,BDT_USD,0.6992030019795366,0.6992030019795366,0,contemporaneous,16,8,False,False,very_strong
month_cos,Temperature_to_Humidity_ratio_causal,0.698427447515703,0.698427447515703,0,contemporaneous,47,18,False,False,very_strong
Rainfall_to_Sunshine_ratio_causal,BDT_USD_lag1_x_Sales_causal,-0.6962707361467347,0.6962707361467347,1,lagged_1,24,30,False,False,very_strong
Rainfall_lag1_x_Sales_causal,Humidity_lag1_x_Sales_causal,0.6948514319611306,0.6948514319611306,0,contemporaneous,27,28,False,False,very_strong
Delivery_x_Production_causal,Factory_Issue_x_Production_causal,0.6944025662822838,0.6944025662822838,0,contemporaneous,14,13,False,False,very_strong
month_cos,Temperature_to_Humidity_ratio_causal,-0.6939695931381059,0.6939695931381059,1,lagged_1,47,18,False,False,very_strong
Rainfall_to_BDT_USD_ratio_causal,Factory_Issue_to_Production_ratio_causal,-0.6907398288600586,0.6907398288600586,1,lagged_1,25,22,False,False,very_strong
Rainfall,quarter,0.683463911136441,0.683463911136441,1,lagged_1,4,41,False,False,very_strong
Factory_Issue,Delivery,0.679014469648656,0.679014469648656,0,contemporaneous,2,3,False,False,very_strong
Temperature_to_Humidity_ratio_causal,Production_lag1_x_Sales_causal,-0.6784196504069038,0.6784196504069038,1,lagged_1,18,32,False,False,very_strong
Rainfall_to_BDT_USD_ratio_causal,BDT_USD,-0.6681828126769089,0.6681828126769089,0,contemporaneous,25,8,False,False,very_strong
Rainfall_to_BDT_USD_ratio_causal,dow_cos,0.6645448841802513,0.6645448841802513,0,contemporaneous,25,45,False,False,very_strong
month_sin,Delivery_to_Production_ratio_causal,-0.6628764189381142,0.6628764189381142,1,lagged_1,46,23,False,False,very_strong
quarter,is_weekend,0.662794628975048,0.662794628975048,0,contemporaneous,41,38,False,False,very_strong
quarter,is_weekend,-0.6622310111436257,0.6622310111436257,1,lagged_1,41,38,False,False,very_strong
Temperature_x_Sunshine_causal,dow_sin,0.660712523777172,0.660712523777172,0,contemporaneous,11,44,False,False,very_strong
Rainfall_to_BDT_USD_ratio_causal,BDT_USD,0.6588870560619643,0.6588870560619643,1,lagged_1,25,8,False,False,very_strong
Rainfall_x_Sunshine_causal,Humidity_lag1_x_Sunshine_causal,-0.6568536831545176,0.6568536831545176,1,lagged_1,15,34,False,False,very_strong
Temperature_lag1_x_Sales_causal,BDT_USD_lag1_x_Sales_causal,0.656279536191054,0.656279536191054,0,contemporaneous,31,30,False,False,very_strong
Humidity_x_Sunshine_causal,dow_cos,-0.6521108087265163,0.6521108087265163,1,lagged_1,10,45,False,False,very_strong
Temperature_x_Sunshine_causal,dow_sin,-0.6495682312095958,0.6495682312095958,1,lagged_1,11,44,False,False,very_strong
Rainfall_x_Sunshine_causal,is_weekend,-0.646868225711998,0.646868225711998,1,lagged_1,15,38,False,False,very_strong
Rainfall_to_BDT_USD_ratio_causal,dow_cos,-0.6463868153876965,0.6463868153876965,1,lagged_1,25,45,False,False,very_strong
Rainfall_lag1_x_Sales_causal,BDT_USD_lag1_x_Sales_causal,0.6437935998191836,0.6437935998191836,0,contemporaneous,27,30,False,False,very_strong
Factory_Issue_to_Production_ratio_causal,Delivery_to_Production_ratio_causal,0.6425194725890246,0.6425194725890246,0,contemporaneous,22,23,False,False,very_strong
Temperature_to_Humidity_ratio_causal,Delivery_lag1_x_Sales_causal,-0.6364252565987143,0.6364252565987143,1,lagged_1,18,26,False,False,very_strong
Temperature_to_Sunshine_ratio_causal,BDT_USD_lag1_x_Sales_causal,-0.6297726034476507,0.6297726034476507,1,lagged_1,20,30,False,False,very_strong
Temperature_lag1_x_Sales_causal,Humidity_lag1_x_Sales_causal,0.6230482696893997,0.6230482696893997,0,contemporaneous,31,28,False,False,very_strong
Rainfall_x_Sunshine_causal,Temperature_to_Humidity_ratio_causal,-0.6221491196100962,0.6221491196100962,0,contemporaneous,15,18,False,False,very_strong
Factory_Issue_lag1_x_Sales_causal,Temperature_lag1_x_Sales_causal,0.6175400405786692,0.6175400405786692,0,contemporaneous,33,31,False,False,very_strong
Temperature_x_Humidity_causal,Rainfall_to_Sunshine_ratio_causal,-0.6074286574633141,0.6074286574633141,1,lagged_1,9,24,False,False,very_strong
Rainfall,Rainfall_x_Sunshine_causal,0.6073565165180902,0.6073565165180902,0,contemporaneous,4,15,False,False,very_strong
Production,Rainfall_lag1_x_BDT_USD_causal,0.6052036625362922,0.6052036625362922,1,lagged_1,1,36,False,False,very_strong
Delivery_to_Production_ratio_causal,BDT_USD_lag1_x_Sales_causal,0.602916239953046,0.602916239953046,1,lagged_1,23,30,False,False,very_strong
BDT_USD,dow_cos,-0.6023129599438632,0.6023129599438632,0,contemporaneous,8,45,False,False,very_strong
Sunshine_lag1_x_Sales_causal,Sales,0.5999551905076801,0.5999551905076801,0,contemporaneous,29,0,True,False,very_strong
Factory_Issue_lag1_x_Sales_causal,Production_lag1_x_Sales_causal,0.5935226398340917,0.5935226398340917,0,contemporaneous,33,32,False,False,very_strong
month_cos,month_sin,-0.5907643338276984,0.5907643338276984,0,contemporaneous,47,46,False,False,very_strong
month_cos,month_sin,0.5906911369066283,0.5906911369066283,1,lagged_1,47,46,False,False,very_strong
Delivery_to_Production_ratio_causal,Delivery_to_Production_ratio_causal,0.5903005692493256,0.5903005692493256,1,lagged_1,23,23,False,False,very_strong
Sunshine,Humidity_lag1_x_Sunshine_causal,0.5900970058823753,0.5900970058823753,0,contemporaneous,5,34,False,False,very_strong
Factory_Issue_lag1_x_Sales_causal,Humidity_lag1_x_Sales_causal,0.5878255509902951,0.5878255509902951,0,contemporaneous,33,28,False,False,very_strong
Temperature_to_Sunshine_ratio_causal,Production_lag1_x_Sales_causal,-0.5846799409359809,0.5846799409359809,1,lagged_1,20,32,False,False,very_strong
Rainfall_x_Sunshine_causal,dow_cos,0.5803563032798219,0.5803563032798219,0,contemporaneous,15,45,False,False,very_strong
Factory_Issue_to_Delivery_ratio_causal,Factory_Issue_to_Delivery_ratio_causal,0.5733858305968421,0.5733858305968421,1,lagged_1,21,21,False,False,very_strong
month_cos,is_weekend,0.5701773630483237,0.5701773630483237,1,lagged_1,47,38,False,False,very_strong
month_sin,dow_cos,-0.5683281896478982,0.5683281896478982,0,contemporaneous,46,45,False,False,very_strong
month_cos,is_weekend,-0.5677520523810005,0.5677520523810005,0,contemporaneous,47,38,False,False,very_strong
month_sin,dow_cos,0.5644931575678886,0.5644931575678886,1,lagged_1,46,45,False,False,very_strong
Factory_Issue_lag1_x_Sales_causal,Sunshine_lag1_x_Sales_causal,-0.5605860358696514,0.5605860358696514,0,contemporaneous,33,29,False,False,very_strong
quarter,dom,-0.5549863577497315,0.5549863577497315,0,contemporaneous,41,39,False,False,very_strong
quarter,dom,0.5546070830820016,0.5546070830820016,1,lagged_1,41,39,False,False,very_strong
dow,Delivery_lag1_x_Sales_causal,0.5543339882475731,0.5543339882475731,1,lagged_1,37,26,False,False,very_strong
Rainfall_to_BDT_USD_ratio_causal,Temperature_to_Humidity_ratio_causal,-0.5535392799910237,0.5535392799910237,0,contemporaneous,25,18,False,False,very_strong
Rainfall_lag1_x_Sunshine_causal,dom,0.5418054832261365,0.5418054832261365,0,contemporaneous,35,39,False,False,very_strong
Production_lag1_x_Sales_causal,Sunshine_lag1_x_Sales_causal,0.5324496966939908,0.5324496966939908,0,contemporaneous,32,29,False,False,very_strong
Sunshine,dow_cos,-0.5271377597429201,0.5271377597429201,0,contemporaneous,5,45,False,False,very_strong
Rainfall_to_BDT_USD_ratio_causal,Temperature_to_Humidity_ratio_causal,0.5267932240887537,0.5267932240887537,1,lagged_1,25,18,False,False,very_strong
Factory_Issue_to_Production_ratio_causal,BDT_USD_lag1_x_Sales_causal,-0.5265165779518624,0.5265165779518624,1,lagged_1,22,30,False,False,very_strong
Delivery_lag1_x_Sales_causal,Humidity_lag1_x_Sales_causal,-0.5201046024150956,0.5201046024150956,0,contemporaneous,26,28,False,False,very_strong
Rainfall_to_Sunshine_ratio_causal,Production_lag1_x_Sales_causal,0.5182861402336384,0.5182861402336384,1,lagged_1,24,32,False,False,very_strong
Rainfall_to_Sunshine_ratio_causal,Humidity_to_Sunshine_ratio_causal,0.5178834639018768,0.5178834639018768,0,contemporaneous,24,19,False,False,very_strong
Delivery_x_Production_causal,dow,0.5141667089554681,0.5141667089554681,1,lagged_1,14,37,False,False,very_strong
Rainfall_to_Sunshine_ratio_causal,Humidity_to_Sunshine_ratio_causal,-0.5077216670895925,0.5077216670895925,1,lagged_1,24,19,False,False,very_strong
month,Temperature_x_Humidity_causal,-0.5052878167569141,0.5052878167569141,0,contemporaneous,40,9,False,False,very_strong
Rainfall,Humidity,-0.5040615397754782,0.5040615397754782,0,contemporaneous,4,6,False,False,very_strong
dom,Production_lag1_x_Sales_causal,-0.5013855832275458,0.5013855832275458,1,lagged_1,39,32,False,False,very_strong
month,Temperature_x_Humidity_causal,0.5011818753117134,0.5011818753117134,1,lagged_1,40,9,False,False,very_strong
Temperature_x_Sunshine_causal,Factory_Issue_to_Delivery_ratio_causal,0.49445181382327563,0.49445181382327563,1,lagged_1,11,21,False,False,strong
Rainfall_lag1_x_BDT_USD_causal,Temperature_x_Sunshine_causal,0.4819763341078308,0.4819763341078308,0,contemporaneous,36,11,False,False,strong
Temperature_x_Sunshine_causal,Rainfall_to_Sunshine_ratio_causal,-0.4780426356627684,0.4780426356627684,1,lagged_1,11,24,False,False,strong
is_weekend,dow_sin,-0.47521155792739855,0.47521155792739855,0,contemporaneous,38,44,False,False,strong
Rainfall_x_BDT_USD_causal,Factory_Issue_to_Delivery_ratio_causal,0.4733580879841302,0.4733580879841302,1,lagged_1,16,21,False,False,strong
Delivery_to_Production_ratio_causal,Sales,0.47221121011266165,0.47221121011266165,1,lagged_1,23,0,True,False,strong
Delivery_lag1_x_Sales_causal,Temperature_lag1_x_Sales_causal,-0.4710248423559087,0.4710248423559087,0,contemporaneous,26,31,False,False,strong
is_weekend,dow_sin,0.47076044146302537,0.47076044146302537,1,lagged_1,38,44,False,False,strong
Factory_Issue_to_Production_ratio_causal,Factory_Issue_to_Production_ratio_causal,0.470638343450585,0.470638343450585,1,lagged_1,22,22,False,False,strong
Factory_Issue,BDT_USD,-0.4686844437317144,0.4686844437317144,1,lagged_1,2,8,False,False,strong
Humidity,quarter,-0.46706794445025246,0.46706794445025246,1,lagged_1,6,41,False,False,strong
Humidity_to_Sunshine_ratio_causal,Production_lag1_x_Sales_causal,0.46047754799744567,0.46047754799744567,1,lagged_1,19,32,False,False,strong
Rainfall_lag1_x_BDT_USD_causal,Rainfall_lag1_x_Sunshine_causal,-0.4542595800731347,0.4542595800731347,0,contemporaneous,36,35,False,False,strong
Sales_causal_weighted_sum,iso_week,-0.453105290901202,0.453105290901202,1,lagged_1,17,43,False,False,strong
doy,Production_lag1_x_Sales_causal,0.45190966747177697,0.45190966747177697,1,lagged_1,42,32,False,False,strong
Rainfall_x_BDT_USD_causal,Rainfall_lag1_x_Sunshine_causal,0.44289362450690883,0.44289362450690883,1,lagged_1,16,35,False,False,strong
Humidity_lag1_x_Sunshine_causal,dow_sin,0.4426682429644682,0.4426682429644682,0,contemporaneous,34,44,False,False,strong
Humidity_to_Sunshine_ratio_causal,BDT_USD_lag1_x_Sales_causal,-0.4412542032267143,0.4412542032267143,1,lagged_1,19,30,False,False,strong
dow_cos,Factory_Issue_to_Production_ratio_causal,0.43838975141989067,0.43838975141989067,1,lagged_1,45,22,False,False,strong
Rainfall_to_BDT_USD_ratio_causal,Temperature_x_Sunshine_causal,-0.435958297288848,0.435958297288848,0,contemporaneous,25,11,False,False,strong
Temperature_x_Humidity_causal,Factory_Issue_to_Delivery_ratio_causal,-0.4322797004264829,0.4322797004264829,1,lagged_1,9,21,False,False,strong
Rainfall_x_Sunshine_causal,Temperature_x_Sunshine_causal,0.4310841516888292,0.4310841516888292,0,contemporaneous,15,11,False,False,strong
Temperature_x_Sunshine_causal,dow_cos,-0.4264342540409553,0.4264342540409553,1,lagged_1,11,45,False,False,strong
Rainfall_to_BDT_USD_ratio_causal,Temperature_x_Sunshine_causal,0.42621893009037026,0.42621893009037026,1,lagged_1,25,11,False,False,strong
Production_lag1_x_Sales_causal,Humidity_lag1_x_Sales_causal,0.422722089431871,0.422722089431871,0,contemporaneous,32,28,False,False,strong
Rainfall_to_BDT_USD_ratio_causal,Factory_Issue_to_Delivery_ratio_causal,-0.4102406578799931,0.4102406578799931,1,lagged_1,25,21,False,False,strong
Factory_Issue_x_Delivery_causal,Delivery,0.4097753411102519,0.4097753411102519,0,contemporaneous,12,3,False,False,strong
Delivery_lag1_x_Sales_causal,Production_lag1_x_Sales_causal,0.4096882876978972,0.4096882876978972,0,contemporaneous,26,32,False,False,strong
Temperature_x_Sunshine_causal,dow_cos,0.40819855448784875,0.40819855448784875,0,contemporaneous,11,45,False,False,strong
Humidity_x_Sunshine_causal,dow_sin,-0.40633512303441616,0.40633512303441616,1,lagged_1,10,44,False,False,strong
Rainfall_to_Sunshine_ratio_causal,Factory_Issue_to_Production_ratio_causal,-0.4008018232895383,0.4008018232895383,1,lagged_1,24,22,False,False,strong
